Word,Conc.M,Conc.SD
必经,2.714286,1.226459
庇护,2.972222,1.081959
表面,3.444444,1.157447
不良,2.861111,1.07312
不配,2.885714,1.254906
偿还,3.805556,0.920231
扯谎,3.285714,1.126458
粗心,2.861111,1.046157
淡漠,2.611111,1.102666
盗用,3.5,0.971008
点燃,4.0,0.970143
鼎立,2.722222,1.0586
对岸,3.857143,0.974464
恶梦,3.222222,1.333333
反应,2.666667,1.195229
放心,2.833333,1.320173
分子,3.323529,1.386528
风速,3.833333,0.941124
封面,4.277778,0.944491
锋芒,2.444444,1.054093
概率,2.8,1.255576
公园,4.611111,0.54917
共和,2.484848,1.093195
共聚,2.647059,1.01152
勾结,2.972222,1.055221
关口,3.333333,0.956183
冠名,3.294118,1.168511
光盘,4.583333,0.603561
行星,4.277778,0.81455
合同,4.388889,0.644882
花红,2.735294,1.238494
换班,3.833333,0.774597
吉凶,2.416667,1.204159
疆界,4.027778,0.9706
金矿,4.583333,0.691789
颈椎,4.583333,0.769972
敬重,2.583333,0.937321
纠察,2.823529,0.999108
快乐,2.714286,1.36277
筷子,4.805556,0.576663
困扰,2.5,1.028175
浪漫,2.277778,1.13669
老练,2.457143,1.038745
历届,3.75,0.967323
恋人,4.305556,0.888641
嶙峋,2.314286,1.022437
流血,4.416667,0.691789
隆起,3.583333,0.967323
每天,4.305556,0.821825
明白,3.361111,1.245627
飘忽,2.333333,0.989529
拚搏,3.057143,1.211291
平凡,2.888889,1.115547
平行,3.777778,1.07201
企图,2.666667,1.195229
启程,3.25,1.024695
汽油,4.777778,0.484686
谴责,2.722222,1.11127
情书,4.222222,1.098339
情绪,2.485714,1.172514
群情,2.15625,0.919655
热带,3.971429,0.857003
人才,3.416667,1.317465
仁义,2.416667,1.130739
日食,4.444444,0.772545
软件,4.083333,0.967323
摄制,3.848485,0.795346
石刻,3.888889,1.035865
手球,4.2857140000000005,0.859939
抒情,2.611111,1.315355
竖琴,4.666667,0.632456
双亲,4.638889,0.487136
速递,3.75,0.937321
算盘,4.194444,1.260826
烫金,3.914286,0.853072
特产,3.722222,0.778684
特约,2.705882,1.168511
天生,3.027778,1.230241
天线,4.638889,0.833333
填写,3.916667,0.967323
停步,3.916667,0.874234
痛快,2.742857,1.120474
汪洋,3.571429,1.219588
王冠,4.472222,0.506309
网页,4.388889,0.644882
微观,2.388889,1.177838
文静,2.742857,1.066684
文明,2.388889,0.964447
武艺,3.388889,1.021981
瞎眼,3.514286,1.121224
下课,4.388889,0.687761
线索,2.942857,1.109925
孝子,3.611111,1.225393
信函,4.444444,0.734631
兴衰,2.527778,0.940702
休假,4.171429,0.663578
修长,3.25,1.079021
巡视,3.611111,1.177838
殉职,4.2,0.833137
延期,3.666667,1.195229
沿岸,4.027778,0.877858
引进,3.264706,0.963228
影像,3.833333,1.028175
应急,3.138889,1.099423
原野,3.657143,0.937546
阅读,4.0,0.92582
云端,2.777778,1.267418
赃物,4.055556,0.860048
栅栏,4.416667,0.806226
战祸,2.888889,1.140871
照片,4.555556,0.734631
照相,4.361111,0.798312
振动,3.777778,0.897969
指纹,4.666667,0.478091
主帅,4.277778,0.848902
装饰,3.611111,1.049565
自修,2.90625,1.058281
诅咒,2.333333,1.33095
薄情,2.277778,0.944491
编号,4.25,0.769972
变卖,3.342857,1.186762
濒临,2.314286,1.157366
参加,3.371429,1.113704
惨叫,3.722222,1.0586
产假,4.542857,0.560612
抽签,4.138889,0.798312
出动,3.363636,1.084498
锉刀,4.611111,0.598941
打气,3.277778,1.085255
倒贴,3.055556,1.040452
低声,3.722222,0.974272
嘀咕,3.514286,1.010865
典型,2.638889,1.099423
逗笑,3.4,1.005865
断绝,2.857143,1.061155
恶魔,2.885714,1.409452
方向,3.277778,1.13669
飞车,3.944444,0.954521
分发,3.444444,1.02663
斧头,4.777778,0.484686
各位,3.352941,1.177629
功夫,3.138889,1.222475
鼓膜,4.117647,0.728831
寡人,3.514286,0.981338
合办,3.0,1.137593
洪亮,2.972222,1.275844
虎年,4.057143,0.968409
会计,4.472222,0.810154
机智,2.888889,1.140871
角落,3.857143,0.879266
教师,4.638889,0.63932
今朝,3.388889,1.225393
今日,4.222222,0.929243
京城,4.305556,0.855885
惊动,2.8,1.079215
旧友,3.722222,1.031258
局部,3.111111,1.140871
空袭,4.0,0.894427
口红,4.657143,0.764771
赖账,3.485714,1.197336
冷漠,2.485714,0.950895
离开,3.647059,1.041047
联盟,3.444444,1.02663
溜冰,4.25,0.769972
流转,2.941176,1.042758
蒙面,4.0,0.894427
弥补,2.742857,1.038745
庙会,4.083333,0.906327
名画,4.222222,0.959497
奶妈,4.485714,1.039554
耐心,2.388889,1.20185
南北,3.944444,1.040452
年报,4.2,0.833137
怕羞,2.555556,1.106976
品格,2.305556,1.064208
迫近,2.558824,1.133276
破案,3.705882,0.938387
欺骗,2.944444,1.263656
欺压,2.861111,1.099423
奇闻,3.029412,1.029424
情调,2.305556,1.009086
屈辱,2.6,1.193118
全面,2.942857,1.161714
让开,3.485714,1.010865
饶舌,3.114286,0.963188
任意,2.470588,1.134455
融洽,2.583333,1.130739
肉麻,2.4,1.034692
乳酸,4.083333,0.937321
软化,2.805556,1.037013
杀手,3.888889,1.007905
山涧,3.888889,0.979148
山林,4.166667,0.845154
上市,3.222222,0.959497
上学,4.314286,0.718308
舍监,3.7,1.022168
深切,2.333333,1.069045
神经,2.942857,1.186762
书店,4.527778,0.73625
抒发,2.342857,1.161714
水草,4.611111,0.598941
朔望,2.096774,0.943569
思潮,2.171429,1.042782
特殊,2.264706,1.188552
天鹅,4.527778,0.810154
同时,2.971429,1.175378
文化,2.485714,1.010865
窝囊,2.323529,0.911894
无形,1.9714289999999997,0.890661
悉心,2.558824,0.959519
侠盗,3.555556,1.054093
侠义,2.416667,1.155731
瑕疵,2.888889,1.063089
下厨,3.885714,0.718308
先知,2.59375,1.103057
携手,3.117647,0.977464
心软,2.361111,1.046157
修行,2.583333,1.079021
袖珍,3.314286,1.05081
选美,3.472222,1.055221
学徒,4.166667,0.810643
压迫,2.555556,1.02663
氧气,4.416667,0.806226
议会,3.861111,0.833333
意图,2.638889,1.150224
音响,4.527778,0.73625
用电,3.771429,0.942016
优惠,3.361111,1.099423
郁闷,2.428571,1.219588
栽种,4.027778,0.9706
糟糕,2.472222,1.027789
寨主,4.194444,0.624246
瞻仰,2.805556,1.064208
战士,4.25,0.731925
长者,3.805556,1.037013
涨价,3.611111,1.27117
振兴,2.857143,1.061155
征兵,3.972222,0.810154
挣扎,2.861111,1.222475
竹叶,4.555556,0.843274
尊严,2.444444,1.080858
板块,3.0,1.118034
帮忙,3.84,1.143095
帮助,3.72,1.021437
抱病,3.347826,1.228772
变通,2.64,1.075484
彪炳,2.444444,1.096638
槟榔,4.76,0.522813
濒危,3.44,1.293574
病院,3.956522,0.638055
补偿,3.56,1.260952
裁决,3.36,1.287116
采集,3.6,1.118034
参半,2.88,0.971253
插曲,3.541667,0.977093
彻底,3.24,1.3
陈设,3.36,1.150362
城市,4.24,0.969536
持平,3.32,1.215182
仇恨,3.25,1.390965
垂直,4.2,1.0
打烊,4.208333,1.350657
诞生,3.84,1.027943
敌方,4.12,0.725718
帝国,3.24,1.16476
递交,3.56,1.003328
毒箭,4.083333,0.829702
赌博,4.08,1.077033
堆积,3.291667,1.197068
反抗,3.76,0.925563
芳心,2.84,1.143095
防毒,3.333333,0.963087
非常,2.666667,1.37261
匪徒,4.4399999999999995,0.583095
分类,3.52,1.045626
风尚,2.24,1.011599
凤凰,4.04,1.428286
甘油,4.5600000000000005,0.869866
共犯,3.64,0.95219
观摩,3.32,1.069268
灌输,2.84,1.067708
规格,3.565217,1.079818
柜台,4.52,0.585947
国防,3.56,1.193035
葫芦,4.68,0.556776
户外,3.68,1.069268
华丽,2.52,1.228821
欢送,3.48,0.918332
环绕,3.416667,1.059806
回报,3.08,1.115049
获得,3.458333,1.141287
获悉,3.173913,0.984063
积聚,2.92,1.187434
记性,3.090909,1.376991
枷锁,3.04,1.368698
角逐,2.833333,1.167184
借据,4.24,0.925563
斤两,3.4,1.414214
经验,2.64,1.18603
净赚,3.56,1.121011
敬佩,2.64,1.287116
究竟,2.55,1.356272
郡主,4.04,1.098484
冷藏,4.0,0.912871
冷静,2.96,1.206924
廉耻,2.92,1.22202
录用,4.04,0.789515
马桶,4.8,0.408248
蟒蛇,4.88,0.331662
梅雨,3.72,0.890693
米粉,4.8,0.408248
米酒,4.68,0.556776
内应,3.208333,0.883627
拟人,2.125,1.075922
培育,2.92,1.037625
媲美,2.708333,1.122078
趋势,2.478261,1.16266
取材,2.958333,1.041703
确切,2.75,1.188715
收监,4.0,0.648886
手工,4.217391,0.902347
水路,4.166667,0.816497
说教,2.68,1.069268
太庙,3.916667,0.928611
坦白,3.125,1.115601
炭疽,3.5,1.316561
套用,2.416667,0.974308
天才,2.958333,1.488482
天价,2.76,1.422439
甜蜜,2.833333,1.37261
铁锈,4.52,0.770281
偷窥,3.625,1.209114
弯腰,4.48,0.918332
腕力,3.32,1.375984
为此,2.111111,0.758395
围巾,4.64,0.7
卫生,3.04,1.171893
无业,3.72,0.890693
舞台,4.16,1.067708
戏剧,3.88,1.013246
现况,2.88,1.013246
享福,2.6,1.080123
谢绝,3.458333,1.062367
新春,3.52,1.294862
虚弱,3.0,1.040833
牙齿,4.8,0.408248
胭脂,4.04,1.206924
演习,3.666667,0.868115
仰赖,2.391304,1.033051
腰包,3.76,0.969536
遥远,2.6,1.190238
叶子,4.5600000000000005,0.506623
衣袖,4.6,0.707107
遗忘,2.92,0.996661
颐养,2.26087,0.963771
倚靠,3.0,1.063219
油价,4.04,0.934523
幼虫,4.16,0.898146
猿猴,4.64,0.637704
掌握,2.666667,1.00722
招生,3.56,1.083205
植入,2.869565,1.099766
治愈,3.083333,1.17646
中奖,3.96,1.274101
字画,4.48,0.714143
傲慢,2.64,1.18603
备注,3.08,0.996661
背景,2.76,1.128421
便当,4.041667,0.80645
病床,4.4,0.763763
差价,3.36,0.860233
产地,3.8,1.118034
昌盛,2.28,1.061446
诚信,2.92,1.187434
充血,3.391304,1.033051
道具,4.24,0.663325
动能,2.458333,1.178767
房租,4.2,0.816497
放逐,2.68,1.144552
飞机,4.64,0.568624
封杀,2.72,1.137248
孵化,2.8,1.322876
改变,2.44,1.157584
高兴,3.333333,1.239448
歌曲,4.08,1.037625
格外,2.130435,0.919701
拱桥,4.24,0.778888
寡妇,4.32,0.748331
管束,2.541667,0.883627
光鲜,2.16,0.898146
鬼才,2.333333,1.0495
航海,3.96,0.978093
互信,2.32,0.988264
花式,2.173913,0.936734
汇报,3.32,1.029563
计谋,2.75,1.113162
妓女,4.36,0.7
将令,3.227273,1.109776
浆糊,4.041667,1.082636
交谈,3.4,1.190238
交友,3.08,1.28841
娇小,3.4,1.118034
骄子,2.478261,1.201119
节约,2.96,1.171893
今年,4.208333,0.977093
金表,4.68,0.476095
静止,3.16,1.280625
巨人,3.72,1.021437
俱全,2.333333,1.167184
决裂,2.92,1.077033
绝食,3.791667,1.250362
均等,2.73913,1.096167
客栈,4.32,0.556776
恐龙,4.36,0.7
口供,3.541667,1.102533
苦难,2.4,1.118034
来世,2.291667,1.267629
赖皮,3.0,1.285369
牢房,4.4399999999999995,0.583095
乐队,4.32,0.627163
雷达,4.32,1.029563
利用,2.16,0.943398
谅解,2.75,0.989071
临摹,3.5,1.14208
领先,2.8,1.080123
路线,3.64,1.220656
贸易,3.12,1.235584
梅花,4.68,0.556776
美化,2.291667,0.80645
门帘,4.52,0.509902
闷热,3.36,1.036018
灭亡,3.2,1.290994
民心,2.72,1.369915
名称,3.68,1.10755
明镜,3.227273,0.869144
莫名,2.0,0.917663
母鸡,4.76,0.522813
纳粹,3.416667,1.212854
疱疹,4.291667,0.858673
起跑,3.32,0.945163
气功,3.25,1.259745
躯体,4.24,0.830662
曲直,2.76,0.969536
蜷曲,3.208333,1.102533
染病,3.36,1.075484
辱骂,3.68,0.988264
入口,3.708333,1.160179
散会,3.92,1.077033
少许,2.666667,1.09014
伸张,2.84,1.178983
石窟,4.28,0.541603
驶离,3.416667,0.829702
授予,3.28,1.061446
术语,3.208333,1.215092
水流,3.92,1.037625
铁定,2.375,1.209114
铁路,4.64,0.489898
外界,2.88,1.201388
玩弄,2.521739,0.947224
卫星,4.52,0.585947
物理,2.88,1.615549
相隔,2.782609,1.166055
详情,3.08,1.187434
鞋底,4.52,0.509902
泻药,4.24,0.830662
兴奋,3.041667,1.334465
兴盛,2.56,1.260952
休业,3.583333,1.059806
羞涩,3.16,1.178983
秀丽,2.64,1.18603
厌倦,3.0,1.314257
羊羔,4.4399999999999995,0.650641
妖怪,2.92,1.320353
摇滚,3.2,1.322876
野草,4.2,0.912871
衣饰,4.0,0.912871
引力,2.875,1.295897
应酬,3.12,1.129897
泳镜,4.6,0.57735
诱骗,2.8,1.040833
远离,3.208333,0.977093
长寿,3.56,1.227464
职级,3.416667,1.138904
制造,3.52,1.159023
众多,2.64,1.350309
注资,3.333333,1.129319
自由,2.4,1.118034
作者,4.2,0.816497
安定,2.944444,0.983999
按压,4.055556,0.924104
昂贵,3.628571,1.285341
摆布,2.857143,0.974464
报纸,4.914286,0.284029
毕竟,2.147059,1.048299
避孕,4.416667,0.731925
编录,3.628571,1.165325
步伐,3.972222,0.940702
操场,4.805556,0.401386
岔路,4.083333,1.155731
抄查,3.151515,1.064225
超龄,3.441176,1.02073
赤字,3.333333,1.338532
传播,3.111111,1.115547
船舱,4.638889,0.542627
大腿,4.722222,0.81455
弹奏,3.944444,1.119807
灯塔,4.527778,0.810154
滴水,4.0285709999999995,1.014185
掉换,3.055556,1.040452
定夺,2.676471,1.036328
斗嘴,3.833333,0.941124
豆奶,4.805556,0.467177
恩师,4.222222,0.865567
法院,4.638889,0.63932
封闭,3.111111,1.115547
苟同,2.114286,1.022437
挂钟,4.638889,0.682549
棺材,4.777778,0.484686
管道,4.388889,1.049565
光圈,3.25,1.024695
广义,1.84375,1.080901
锅炉,4.472222,0.774084
还有,2.375,1.128802
黑客,3.527778,1.341345
欢乐,3.111111,1.304449
谎言,2.861111,1.150224
贿赂,3.75,1.250714
浑蛋,2.885714,1.231246
决定,3.228571,1.086974
卡通,3.722222,1.085255
开枪,4.4,0.774597
客人,4.361111,0.723198
空中,3.555556,1.157447
拉力,2.885714,1.231246
礼法,2.472222,1.158475
礼堂,4.333333,0.985611
利诱,2.527778,1.108051
连续,2.542857,1.220965
零时,3.833333,1.253566
领情,2.722222,1.13669
龙门,2.192308,1.32723
沦陷,2.545455,1.148121
落泪,4.416667,0.691789
朦胧,2.055556,0.892651
迷惑,2.371429,1.05957
绵羊,4.638889,0.682549
那年,2.583333,1.105183
浓缩,2.805556,1.090726
皮毛,3.771429,1.031439
匹夫,2.685714,1.078436
票房,3.638889,1.046157
评测,3.166667,1.055597
气窗,3.515152,1.301951
千金,3.457143,1.09391
抢夺,3.416667,1.250714
轻视,2.888889,1.189905
圈子,2.542857,1.066684
泉水,4.527778,0.696362
热力,2.939394,1.087985
入选,3.277778,1.085255
鲨鱼,4.7142859999999995,0.518563
上司,4.111111,0.918937
生还,3.055556,1.217596
圣火,3.361111,1.334226
实在,2.714286,1.25021
柿子,4.888889,0.39841
收支,3.638889,1.046157
挑夫,3.916667,1.204159
通车,3.714286,1.152272
退出,3.529412,1.160859
网址,4.222222,1.124052
望见,2.852941,1.184044
蜗牛,4.742857,0.657216
戏弄,2.444444,1.054093
细胞,4.027778,1.108051
下限,2.5,1.028175
校友,4.388889,0.72812
心病,2.294118,1.087934
辛酸,2.514286,1.221653
许愿,2.694444,1.283287
蓄意,2.514286,1.121224
漩涡,3.647059,1.177629
牙缝,3.944444,1.169724
仪式,2.972222,1.081959
疫区,3.5,1.207122
优化,2.416667,1.130739
有机,2.636364,1.318574
余兴,2.133333,0.681445
渔船,4.722222,0.454257
舆论,2.722222,1.256096
原告,4.4,0.603909
宰割,2.794118,1.174977
造成,2.588235,0.891633
樟脑,4.181818,1.102683
昭示,2.794118,0.946426
着重,2.472222,0.877858
针对,2.714286,1.072968
砧板,4.588235,0.74336
争论,3.194444,1.009086
蒸馏,3.685714,1.078436
正方,3.228571,1.238731
正规,3.0,1.242118
纸杯,4.666667,0.676123
智能,2.611111,1.102666
钟情,2.470588,1.022039
主人,4.0,1.028992
主意,2.805556,1.214659
主宰,2.833333,1.0
琢磨,2.472222,1.081959
姊妹,4.444444,0.908514
棕榈,4.323529,1.036328
最终,2.8125,1.090649
安心,2.722222,1.13669
包揽,2.583333,0.906327
包扎,4.416667,0.649175
弊病,2.472222,0.940702
博士,4.055556,1.093995
餐厅,4.722222,0.614636
残留,2.833333,1.158817
耻辱,2.666667,1.264911
抽血,4.5,0.696932
惆怅,1.8055560000000002,0.749074
筹款,3.777778,0.929243
出院,4.277778,0.741085
触电,4.138889,0.899294
从前,2.722222,1.300793
打手,3.794118,0.913847
单纯,2.472222,0.999603
登报,4.2285710000000005,0.598317
掉头,4.090909,0.84275
顶住,3.030303,1.357499
丢弃,3.388889,1.102666
督促,2.861111,1.150224
笃定,2.5,1.028175
儿歌,4.277778,0.614636
发芽,4.060606,0.933387
放宽,2.914286,0.981338
飞弹,3.764706,1.074747
菲薄,2.028571,0.746983
分外,1.939394,0.74747
风景,3.771429,1.002518
服饰,4.25,0.967323
驸马,4.194444,0.950772
干燥,3.277778,1.00317
钢琴,4.805556,0.576663
跟进,2.666667,0.956183
篝火,4.361111,0.723198
古老,2.638889,1.150224
股息,3.3125,1.176038
光耀,2.205882,0.97792
棍棒,4.388889,0.72812
好久,2.111111,0.918937
河床,3.628571,1.262251
贺礼,3.888889,0.820375
黑发,4.527778,0.608798
红尘,1.8235289999999997,0.796606
红叶,4.485714,0.507093
鸿沟,2.228571,1.031439
怀抱,3.558824,1.106213
惶恐,2.194444,1.009086
毁约,3.416667,0.996422
浇灌,3.828571,1.042782
矫正,3.222222,1.01731
结果,3.111111,1.368582
近亲,3.638889,0.833333
敬酒,3.972222,0.844685
拘束,2.428571,1.037126
局长,4.257143,1.010034
句子,3.972222,1.055221
倦怠,2.416667,1.105183
空想,2.111111,1.035865
控告,3.444444,0.908514
口试,3.694444,1.009086
乐天,2.235294,1.074747
类似,2.352941,0.917254
流氓,3.777778,1.149189
漏斗,4.361111,0.798312
陆军,4.4,0.774597
冒险,2.75,0.996422
眉目,3.555556,0.969372
末代,3.0,1.111438
内阁,3.484848,1.148945
逆流,3.114286,0.900047
诺言,2.5,1.183216
趴下,4.222222,0.760117
庞大,2.942857,1.186762
旁边,3.470588,0.960912
刨冰,4.166667,0.774597
破财,3.055556,1.119807
绮丽,2.166667,0.845154
窃听,3.777778,0.988826
燃烧,3.942857,1.083102
认识,3.027778,1.133543
若干,2.205882,0.880062
色情,3.314286,1.131668
霎时,2.588235,1.157784
胜负,3.529412,0.991946
石灰,4.583333,0.554205
示意,2.885714,0.932152
收条,4.257143,0.81684
手肘,4.555556,0.606839
首航,3.666667,1.121224
输入,3.638889,0.899294
水压,3.777778,1.124052
索引,3.472222,1.443925
太极,3.472222,1.298045
唐突,2.388889,0.964447
条件,2.971429,1.150082
统计,3.333333,1.069045
土气,2.514286,1.067472
婉拒,2.638889,1.099423
袭击,3.485714,1.094678
下棋,4.428571,0.654654
现身,3.371429,1.031439
效用,2.771429,1.113704
醒目,2.888889,1.236996
性感,2.638889,1.150224
丫头,3.8,0.90098
押送,3.514286,1.147156
炎夏,3.555556,1.205806
钥匙,4.833333,0.560612
忧虑,2.333333,0.861892
游泳,4.472222,0.654047
远航,3.142857,1.115212
云海,3.111111,1.189905
澡堂,4.638889,0.487136
长处,3.027778,1.055221
着火,4.194444,0.786291
真迹,3.361111,1.01848
郑重,2.571429,0.884032
之际,1.96875,0.932716
知己,2.888889,1.213679
质疑,2.657143,1.083102
中医,4.277778,0.778684
注册,3.583333,1.024695
哀痛,3.033333,1.376736
白色,4.366667,0.927857
背弃,2.827586,1.136064
本校,4.066667,0.73968
笨蛋,3.4,1.275769
壁虎,4.6,0.932183
变化,2.37931,1.082781
别称,3.0,1.082781
波纹,3.2,1.349329
草地,4.7,0.466092
畅销,2.9,1.213431
成亲,4.033333,0.889918
驰骋,2.8,1.063501
充分,2.266667,0.868345
崇拜,2.066667,0.583292
初赛,3.766667,0.971431
传颂,2.533333,0.937102
船主,4.433333,0.727932
垂柳,4.4,0.894427
辞典,4.333333,0.994236
错觉,2.233333,1.072648
打量,2.766667,1.006302
大义,2.066667,1.014833
担忧,2.7,1.149213
岛屿,4.7,0.466092
地位,2.4,1.069966
弟兄,4.133333,0.973204
东方,3.448276,1.1828
董事,3.892857,0.875142
法案,3.633333,1.159171
分母,3.7,1.342925
愤慨,2.766667,1.194335
芙蓉,3.8,1.349329
概念,1.9000000000000004,1.184672
甘心,2.1,0.711967
刚毅,2.5,1.008584
古堡,4.533333,0.571346
骨气,2.066667,1.014833
含义,2.0,0.963624
好像,1.7857139999999996,0.994695
合唱,4.2,0.714384
恒星,4.3,0.876907
互补,2.366667,1.0662
回赠,3.133333,1.136642
昏倒,4.133333,0.973204
火车,4.866667,0.345746
记录,3.466667,1.105888
间断,2.448276,0.909718
碱性,3.533333,0.937102
交配,3.862069,0.833415
教徒,4.1,0.994814
井底,3.966667,1.159171
居留,3.035714,1.104943
拒捕,3.866667,0.973204
空心,3.321429,1.055973
里头,2.642857,1.061595
浏览,3.433333,1.040004
掳掠,3.066667,1.080655
露天,4.0,0.755929
履带,3.821429,1.306779
率领,2.862069,1.059789
蜜月,3.233333,1.304722
名医,3.966667,0.964305
内衣,4.633333,0.668675
孽障,2.366667,0.999425
泡沫,3.482759,1.29892
凭据,3.533333,1.166585
漆黑,3.633333,1.129032
情侣,4.533333,0.62881
让位,3.1,0.994814
日本,4.8,0.484234
冗员,2.821429,1.188013
乳酪,4.633333,0.556053
山沟,4.366667,0.850287
闪亮,2.9,0.994814
讪笑,3.103448,1.080503
绅士,3.655172,1.142549
生意,3.466667,1.105888
失去,2.6,1.003442
师傅,4.1,0.959526
市场,3.133333,1.407696
顺利,2.6,0.932183
司法,3.206897,1.346406
寺院,4.4,0.855006
送行,3.566667,1.006302
提拔,3.0,0.946864
天文,3.666667,0.994236
听命,2.758621,0.987608
投身,2.482759,0.98636
秃头,4.62069,0.621852
驼背,4.666667,0.546672
王法,2.9,1.213431
文武,3.034483,1.349147
问卷,4.366667,0.850287
窝藏,2.833333,0.985527
屋顶,4.6,0.563242
无边,1.733333,0.907187
献花,3.758621,0.987608
小说,4.133333,1.105888
鞋子,4.733333,0.449776
写生,3.233333,1.304722
薪水,4.2,0.886683
幸会,2.433333,0.8172
绣花,4.133333,0.860366
询问,3.466667,1.041661
依旧,2.166667,0.833908
已经,2.166667,0.985527
因此,2.310345,1.003688
硬汉,3.6,1.003442
邮票,4.633333,0.808717
寓言,2.793103,1.372675
原作,3.8,1.242911
月薪,4.266667,0.944433
杂念,2.166667,1.053183
再婚,4.066667,0.868345
在逃,3.266667,0.944433
榨取,2.689655,1.105294
崭新,3.1,1.155198
正轨,2.551724,1.055131
至今,2.566667,1.040004
仲裁,3.3,1.055364
烛光,4.166667,0.833908
住址,4.266667,0.980265
总务,2.724138,1.161789
薄荷,4.233333,0.971431
本质,2.233333,1.072648
